seq,type,date,time,location
704,自行車竊盜,1051126,19~21,台北市文山區萬隆里羅斯福路5段211 ~ 240號
705,自行車竊盜,1051128,13~15,台北市萬華區西門捷運站六號出口處
706,自行車竊盜,1051129,19~21,台北市大安區龍生里瑞安街135巷1 ~ 30號
707,自行車竊盜,1051130,04~06,台北市萬華區環河南路2段250巷33弄1 ~ 30號
708,自行車竊盜,1051130,13~15,台北市中正區南門里愛國西路與博愛路口
709,自行車竊盜,1051203,19~21,台北市松山區三民路74巷1 ~ 30號
710,自行車竊盜,1051205,04~06,台北市大安區學府里公館捷運站1 ~ 30號出口
711,自行車竊盜,1051207,13~15,台北市松山區民生東路5段1 ~ 30號
712,自行車竊盜,1051209,07~09,台北市松山區民生東路5段151 ~ 180號
713,自行車竊盜,1051209,10~12,台北市中山區松江路151 ~ 180號
714,自行車竊盜,1051209,10~12,台北市中山區中山北路3段31 ~ 60號
715,自行車竊盜,1051209,13~15,台北市萬華區西園路1段241 ~ 270號
716,自行車竊盜,1051212,13~15,台北市信義區永吉路187巷1 ~ 30號
717,自行車竊盜,1051214,22~24,台北市大安區錦華里和平東路1段55巷
718,自行車竊盜,1051215,07~09,台北市信義區四育里虎林街1 ~ 30號
719,自行車竊盜,1051215,19~21,台北市大安區仁慈里仁愛路4段1 ~ 30號
720,自行車竊盜,1051216,19~21,台北市信義區安康里松德路168巷1 ~ 30號
721,自行車竊盜,1051218,13~15,台北市信義區雙和里吳興街260巷底台北醫學院口腔醫療大樓側門人行道上
722,自行車竊盜,1051219,10~12,台北市大同區建明里長安西路78巷1弄1 ~ 30號
723,自行車竊盜,1051220,13~15,台北市信義區中興里信義路4段361 ~ 390號
724,自行車竊盜,1051221,16~18,台北市松山區延壽街391 ~ 420號
725,自行車竊盜,1051223,22~24,台北市信義區長春里松山路336巷1 ~ 30號
726,自行車竊盜,1051224,10~12,台北市松山區光復北路181 ~ 210號
727,自行車竊盜,1051225,01~03,台北市文山區木新里025鄰永安街48巷1 ~ 30號
728,自行車竊盜,1051225,01~03,台北市大安區黎和里和平東路3段391 ~ 420號
729,自行車竊盜,1051225,07~09,台北市萬華區桂林路121 ~ 150號
730,自行車竊盜,1051226,01~03,台北市南港區中南里中南街151 ~ 180號
731,自行車竊盜,1051226,04~06,台北市文山區景慶里景福街\弄151 ~ 180號
732,自行車竊盜,1051230,13~15,台北市文山區景美里羅斯福路6段271 ~ 300號
733,自行車竊盜,1051230,13~15,台北市文山區景美里羅斯福路6段271 ~ 300號
734,自行車竊盜,1060101,10~12,台北市信義區六合里松仁路240巷1 ~ 30號
735,自行車竊盜,1060103,16~18,台北市中山區圓山捷運站1 ~ 30號出口
736,自行車竊盜,1060105,19~21,台北市內湖區東湖國中(內湖區康樂街151巷內)旁人行
737,自行車竊盜,1060106,16~18,台北市文山區木柵里029鄰木柵路3段91 ~ 120號
738,自行車竊盜,1060107,04~06,台北市大安區龍泉里和平東路1段181 ~ 210號
739,自行車竊盜,1060108,01~03,台北市中山區玉門街1 ~ 30號
740,自行車竊盜,1060108,10~12,台北市北投區福興里自強街61 ~ 90號
741,自行車竊盜,1060108,16~18,台北市中正區徐州路
742,自行車竊盜,1060110,19~21,台北市大安區住安里信義路4段1 ~ 30號捷運大安站4號出口
743,自行車竊盜,1060112,04~06,台北市大安區仁慈里復興南路1段279巷1 ~ 30號
744,自行車竊盜,1060116,04~06,台北市大安區錦泰里金華街102巷
745,自行車竊盜,1060117,10~12,台北市文山區萬和里溪洲街萬隆街口
746,自行車竊盜,1060117,10~12,台北市大同區至聖里承德路3段241 ~ 270號
747,自行車竊盜,1060117,10~12,台北市文山區萬年里汀州路4段105巷
748,自行車竊盜,1060118,07~09,台北市大安區全安里安和路2段211 ~ 240號
749,自行車竊盜,1060119,16~18,台北市大安區華聲里光復南路72巷61 ~ 90號
750,自行車竊盜,1060122,07~09,台北市信義區三犁里信義路5段象山捷運站1 ~ 30號出口
751,自行車竊盜,1060123,07~09,台北市大同區大有里民樂街121 ~ 150號
752,自行車竊盜,1060123,16~18,台北市內湖區內湖路1段360巷1 ~ 30號
753,自行車竊盜,1060124,13~15,台北市文山區景慶里羅斯福路6段211 ~ 240號
754,自行車竊盜,1060124,19~21,台北市士林區德行里福國路31 ~ 60號芝山捷運站1號出口
755,自行車竊盜,1060202,22~24,台北市中山區龍江路370巷31 ~ 60號
756,自行車竊盜,1060203,13~15,台北市文山區景華里景興路31 ~ 60號
757,自行車竊盜,1060206,22~24,台北市文山區萬隆里景隆街1 ~ 30號
758,自行車竊盜,1060207,10~12,台北市中正區市民大道路3段1 ~ 30號
759,自行車竊盜,1060208,19~21,台北市大安區古風里辛亥路1段91 ~ 120號
760,自行車竊盜,1060209,04~06,台北市文山區明義里016鄰興隆路4段107巷31 ~ 60號
761,自行車竊盜,1060214,16~18,台北市大安區龍生里復興南路2段211 ~ 240號
762,自行車竊盜,1060215,19~21,台北市文山區萬有里羅斯福路6段91 ~ 120號
763,自行車竊盜,1060218,10~12,台北市信義區永春里忠孝東路5段後山埤捷運站1 ~ 30號出口
764,自行車竊盜,1060219,13~15,台北市萬華區廣州街209巷1 ~ 30號
765,自行車竊盜,1060220,16~18,台北市南港區三重里捷運南港展覽館站1 ~ 30號出口
766,自行車竊盜,1060221,01~03,台北市信義區國業里虎林街222巷31 ~ 60號
767,自行車竊盜,1060222,07~09,台北市大安區敦安里仁愛路4段122巷
768,自行車竊盜,1060226,19~21,台北市萬華區廣州街211 ~ 240號
769,自行車竊盜,1060227,16~18,台北市萬華區西門節運一號出口
770,自行車竊盜,1060228,10~12,台北市萬華區康定路74巷2弄1 ~ 30號
771,自行車竊盜,1060228,19~21,台北市大安區福住里新生南路2段31 ~ 60號
